,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado,Categoria,Categoria_Num
292,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,63.0,Medio,1
293,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,61.0,Medio,1
294,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0.0,Nulo,0
295,Masculino,Maestria,tiempodeterminado,confianza,mixto,NO,Menos6M,0.0,Nulo,0
296,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,73.0,Alto,1
297,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,0.0,Nulo,0
298,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,0.0,Nulo,0
299,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0,Muy Alto,1
300,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,74.0,Alto,1
301,Femenino,Licenciatura,porObraoProyecto,confianza,diurno,NO,5A9A,0.0,Nulo,0
302,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,0.0,Nulo,0
303,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0.0,Nulo,0
304,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0.0,Nulo,0
305,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,0.0,Nulo,0
306,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,0.0,Nulo,0
307,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0.0,Nulo,0
308,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,0.0,Nulo,0
309,Masculino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,0.0,Nulo,0
310,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,5A9A,223.0,Muy Alto,1
311,Femenino,Licenciatura,porObraoProyecto,sindicalizado,diurno,NO,1A4A,92.0,Muy Alto,1
312,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0.0,Nulo,0
313,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,0.0,Nulo,0
314,Masculino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,0.0,Nulo,0
315,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,92.0,Muy Alto,1
316,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,86.0,Alto,1
317,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0.0,Nulo,0
318,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,94.0,Muy Alto,1
319,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,54.0,Medio,1
320,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0.0,Nulo,0
321,Femenino,Primaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,0.0,Nulo,0
322,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,0.0,Nulo,0
323,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
324,Masculino,Primaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
325,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,Menos6M,0.0,Nulo,0
326,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
327,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,98.0,Muy Alto,1
328,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,87.0,Alto,1
329,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
330,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,58.0,Medio,1
331,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
332,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,68.0,Medio,1
333,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,47.0,Medio,1
334,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
335,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
336,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
337,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
338,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,79.0,Alto,1
339,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,85.0,Alto,1
340,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,41.0,Bajo,0
341,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
342,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,50.0,Medio,1
343,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,36.0,Bajo,0
344,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0,Nulo,0
345,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0.0,Nulo,0
346,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,96.0,Muy Alto,1
347,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,92.0,Muy Alto,1
348,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,80.0,Alto,1
349,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,33.0,Bajo,0
350,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,128.0,Muy Alto,1
351,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,51.0,Medio,1
352,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,84.0,Alto,1
353,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,55.0,Medio,1
354,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,49.0,Medio,1
355,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0,Muy Alto,1
356,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,75.0,Alto,1
357,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,36.0,Bajo,0
358,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,92.0,Muy Alto,1
359,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,65.0,Medio,1
360,Masculino,Licenciatura,otro,confianza,diurno,NO,5A9A,47.0,Medio,1
361,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,86.0,Alto,1
362,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,37.0,Bajo,0
363,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,76.0,Alto,1
364,Masculino,Licenciatura,otro,confianza,diurno,NO,1A4A,56.0,Medio,1
365,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,83.0,Alto,1
366,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,86.0,Alto,1
367,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0,Bajo,0
368,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,37.0,Bajo,0
369,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,35.0,Bajo,0
370,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0,Muy Alto,1
371,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,55.0,Medio,1
372,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,24.0,Bajo,0
373,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,40.0,Bajo,0
374,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,74.0,Alto,1
375,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,81.0,Alto,1
376,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,69.0,Medio,1
377,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,68.0,Medio,1
378,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,96.0,Muy Alto,1
379,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0,Muy Alto,1
380,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,86.0,Alto,1
381,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,127.0,Muy Alto,1
382,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0,Muy Alto,1
383,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,93.0,Muy Alto,1
384,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,92.0,Muy Alto,1
385,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,82.0,Alto,1
386,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,80.0,Alto,1
387,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,80.0,Alto,1
388,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,92.0,Muy Alto,1
389,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
390,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,80.0,Alto,1
391,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,80.0,Alto,1
392,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,92.0,Muy Alto,1
393,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,80.0,Alto,1
394,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,5A9A,80.0,Alto,1
395,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
396,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,NO,5A9A,80.0,Alto,1
397,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,82.0,Alto,1
398,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,80.0,Alto,1
399,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,80.0,Alto,1
400,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,75.0,Alto,1
401,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,80.0,Alto,1
402,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,Menos6M,80.0,Alto,1
403,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0,Medio,1
404,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,80.0,Alto,1
405,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,SI,20A24A,80.0,Alto,1
406,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,80.0,Alto,1
407,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
408,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,20A24A,80.0,Alto,1
409,Femenino,Maestria,tiempodeterminado,ninguno,diurno,SI,Menos6M,80.0,Alto,1
410,Femenino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,80.0,Alto,1
411,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,79.0,Alto,1
412,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
413,Masculino,Licenciatura,honorarios,confianza,mixto,NO,1A4A,80.0,Alto,1
414,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,80.0,Alto,1
415,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,80.0,Alto,1
416,Masculino,Maestria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,24.0,Bajo,0
417,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,34.0,Bajo,0
418,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0,Medio,1
419,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,73.0,Alto,1
420,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,18.0,Nulo,0
421,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,50.0,Medio,1
422,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,64.0,Medio,1
423,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,95.0,Muy Alto,1
424,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,84.0,Alto,1
425,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,96.0,Muy Alto,1
426,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,97.0,Muy Alto,1
427,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,102.0,Muy Alto,1
428,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,102.0,Muy Alto,1
429,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,93.0,Muy Alto,1
430,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,5A9A,62.0,Medio,1
431,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,56.0,Medio,1
432,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,110.0,Muy Alto,1
433,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,28.0,Bajo,0
434,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,47.0,Medio,1
435,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,87.0,Alto,1
436,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,62.0,Medio,1
437,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0,Alto,1
438,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,68.0,Medio,1
439,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,69.0,Medio,1
440,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,97.0,Muy Alto,1
441,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,133.0,Muy Alto,1
442,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,58.0,Medio,1
443,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0,Medio,1
444,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0,Medio,1
445,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,6M1A,108.0,Muy Alto,1
446,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,Menos6M,105.0,Muy Alto,1
447,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0,Medio,1
448,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,109.0,Muy Alto,1
449,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0,Bajo,0
450,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,40.0,Bajo,0
451,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,6M1A,62.0,Medio,1
452,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0,Medio,1
453,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,102.0,Muy Alto,1
454,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
455,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,70.0,Alto,1
456,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,87.0,Alto,1
457,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,104.0,Muy Alto,1
458,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0,Medio,1
459,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,87.0,Alto,1
460,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,34.0,Bajo,0
461,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,6M1A,73.0,Alto,1
462,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,62.0,Medio,1
463,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,70.0,Alto,1
464,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0,Medio,1
465,Masculino,Bachillerato,honorarios,confianza,diurno,NO,1A4A,34.0,Bajo,0
466,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0,Medio,1
467,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,76.0,Alto,1
468,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,86.0,Alto,1
469,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,79.0,Alto,1
470,Masculino,Licenciatura,honorarios,ninguno,diurno,NO,1A4A,62.0,Medio,1
471,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,144.0,Muy Alto,1
472,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0,Medio,1
473,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,69.0,Medio,1
474,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,82.0,Alto,1
475,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,60.0,Medio,1
476,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,10A14A,92.0,Muy Alto,1
477,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,70.0,Alto,1
478,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,36.0,Bajo,0
479,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,77.0,Alto,1
480,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,48.0,Medio,1
481,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0,Medio,1
482,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,137.0,Muy Alto,1
483,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,35.0,Bajo,0
484,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,90.0,Muy Alto,1
485,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,56.0,Medio,1
486,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,38.0,Bajo,0
487,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,28.0,Bajo,0
488,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,63.0,Medio,1
489,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,49.0,Medio,1
490,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,27.0,Bajo,0
491,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,57.0,Medio,1
492,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0,Medio,1
493,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,79.0,Alto,1
494,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,61.0,Medio,1
495,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,53.0,Medio,1
496,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,67.0,Medio,1
497,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,10A14A,35.0,Bajo,0
498,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,65.0,Medio,1
499,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,149.0,Muy Alto,1
500,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,61.0,Medio,1
501,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,96.0,Muy Alto,1
502,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,72.0,Alto,1
503,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,73.0,Alto,1
504,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,60.0,Medio,1
505,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0,Muy Alto,1
506,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,25.0,Bajo,0
507,Femenino,Licenciatura,otro,ninguno,diurno,NO,6M1A,38.0,Bajo,0
508,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,5A9A,96.0,Muy Alto,1
509,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,6M1A,46.0,Medio,1
510,Femenino,Licenciatura,otro,confianza,diurno,NO,1A4A,101.0,Muy Alto,1
511,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,78.0,Alto,1
512,Femenino,TecnicoSuperior,otro,ninguno,diurno,NO,10A14A,25.0,Bajo,0
513,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,68.0,Medio,1
514,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,103.0,Muy Alto,1
515,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
516,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0,Muy Alto,1
517,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,100.0,Muy Alto,1
518,Masculino,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,1A4A,74.0,Alto,1
519,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,78.0,Alto,1
520,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0,Medio,1
521,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,mixto,SI,6M1A,59.0,Medio,1
522,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0,Medio,1
523,Masculino,Maestria,honorarios,confianza,diurno,NO,10A14A,77.0,Alto,1
524,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,41.0,Bajo,0
525,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,20A24A,45.0,Medio,1
526,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Mas25A,40.0,Bajo,0
527,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,58.0,Medio,1
528,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,78.0,Alto,1
529,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,NO,5A9A,91.0,Muy Alto,1
530,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,40.0,Bajo,0
531,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,35.0,Bajo,0
532,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,84.0,Alto,1
533,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,91.0,Muy Alto,1
534,Masculino,TecnicoSuperior,tiempodeterminado,confianza,diurno,NO,Menos6M,51.0,Medio,1
535,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,47.0,Medio,1
536,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,104.0,Muy Alto,1
537,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,90.0,Muy Alto,1
538,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,6M1A,35.0,Bajo,0
539,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,1A4A,74.0,Alto,1
540,Masculino,Preparatoria,tiempodeterminado,confianza,diurno,NO,6M1A,55.0,Medio,1
541,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,58.0,Medio,1
542,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,81.0,Alto,1
543,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,79.0,Alto,1
544,Masculino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,1A4A,138.0,Muy Alto,1
545,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,34.0,Bajo,0
546,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,71.0,Alto,1
547,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,65.0,Medio,1
548,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,56.0,Medio,1
549,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,98.0,Muy Alto,1
550,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0,Medio,1
551,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,80.0,Alto,1
552,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,163.0,Muy Alto,1
553,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,104.0,Muy Alto,1
554,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,59.0,Medio,1
555,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,53.0,Medio,1
556,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,51.0,Medio,1
557,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,100.0,Muy Alto,1
558,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,88.0,Alto,1
559,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,56.0,Medio,1
560,Masculino,Primaria,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,119.0,Muy Alto,1
