,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado
3933,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,71.0
3934,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,SI,Menos6M,128.0
3935,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,15A19A,90.0
3936,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,90.0
3937,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,59.0
3938,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0
3939,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,66.0
3940,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,126.0
3941,Femenino,SinFormacion,porObraoProyecto,confianza,diurno,SI,Menos6M,117.0
3942,Femenino,SinFormacion,porObraoProyecto,confianza,diurno,SI,5A9A,123.0
3943,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,Menos6M,89.0
3944,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,1A4A,40.0
3945,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,86.0
3946,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,6M1A,42.0
3947,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,Menos6M,91.0
3948,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,10A14A,127.0
3949,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,119.0
3950,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,86.0
3951,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,50.0
3952,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,81.0
3953,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,31.0
3954,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,75.0
3955,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,30.0
3956,Masculino,Licenciatura,honorarios,sindicalizado,diurno,SI,Menos6M,57.0
3957,Masculino,Maestria,tiempodeterminado,ninguno,diurno,SI,Menos6M,41.0
3958,Masculino,Maestria,tiempodeterminado,ninguno,diurno,NO,5A9A,65.0
3959,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,Menos6M,159.0
3960,Femenino,Maestria,tiempodeterminado,ninguno,diurno,NO,10A14A,120.0
3961,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,112.0
3962,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,10A14A,27.0
3963,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0
3964,Femenino,Maestria,tiempodeterminado,confianza,diurno,NO,15A19A,108.0
3965,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,SI,1A4A,120.0
3966,Femenino,Bachillerato,porObraoProyecto,confianza,mixto,SI,5A9A,56.0
3967,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0
3968,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,140.0
3969,Masculino,Doctorado,tiempodeterminado,ninguno,diurno,NO,10A14A,181.0
3970,Masculino,Doctorado,tiempodeterminado,ninguno,diurno,NO,10A14A,49.0
3971,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,36.0
3972,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,30.0
3973,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,63.0
3974,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,118.0
3975,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,72.0
3976,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,145.0
3977,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,111.0
3978,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,132.0
3979,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
3980,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
3981,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
3982,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,66.0
3983,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,24.0
3984,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
3985,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,76.0
3986,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,105.0
3987,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,114.0
3988,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,123.0
3989,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,181.0
3990,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,74.0
3991,Masculino,Maestria,tiempodeterminado,ninguno,diurno,NO,10A14A,66.0
3992,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,62.0
3993,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,93.0
3994,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,NO,1A4A,63.0
3995,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,99.0
3996,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,25.0
3997,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,84.0
3998,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,76.0
3999,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,127.0
4000,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,20.0
4001,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,105.0
4002,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,64.0
4003,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,45.0
4004,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,71.0
4005,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,88.0
4006,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,105.0
4007,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,115.0
4008,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,71.0
4009,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,106.0
4010,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,85.0
4011,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,66.0
4012,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,82.0
4013,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,131.0
4014,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,85.0
4015,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,97.0
4016,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,29.0
4017,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,101.0
4018,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,91.0
4019,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,30.0
4020,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
4021,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,43.0
4022,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,136.0
4023,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,41.0
4024,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,136.0
4025,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,87.0
4026,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
4027,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,110.0
4028,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,150.0
4029,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,74.0
4030,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,68.0
4031,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,139.0
4032,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,92.0
4033,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,76.0
4034,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,32.0
4035,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,47.0
4036,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,79.0
4037,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,80.0
4038,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,164.0
4039,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
4040,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,103.0
4041,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,103.0
4042,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
4043,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,38.0
4044,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,38.0
4045,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,122.0
4046,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,67.0
4047,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,55.0
4048,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,104.0
4049,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,49.0
4050,Masculino,Doctorado,tiempoindeterminado,confianza,diurno,NO,Menos6M,154.0
4051,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,95.0
4052,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,73.0
4053,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,130.0
4054,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,93.0
4055,Femenino,Doctorado,tiempoindeterminado,confianza,diurno,SI,Menos6M,110.0
4056,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,66.0
4057,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,92.0
4058,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
4059,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,90.0
4060,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,122.0
4061,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,75.0
4062,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,63.0
4063,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,110.0
4064,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,62.0
4065,Femenino,Doctorado,porObraoProyecto,confianza,diurno,SI,Menos6M,50.0
4066,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,46.0
4067,Femenino,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,91.0
4068,Masculino,Doctorado,porObraoProyecto,confianza,diurno,SI,Menos6M,65.0
4069,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,55.0
4070,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,38.0
4071,Masculino,Preparatoria,honorarios,confianza,mixto,SI,Menos6M,107.0
4072,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,83.0
4073,Masculino,Preparatoria,honorarios,confianza,mixto,SI,Menos6M,92.0
4074,Masculino,Doctorado,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
4075,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,106.0
4076,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,148.0
4077,Masculino,Doctorado,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,92.0
4078,Masculino,Doctorado,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,79.0
4079,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,58.0
4080,Masculino,Preparatoria,otro,ninguno,diurno,NO,6M1A,86.0
4081,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,59.0
4082,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,118.0
4083,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,112.0
4084,Femenino,Primaria,tiempoindeterminado,ninguno,diurno,NO,5A9A,63.0
4085,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,41.0
4086,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,34.0
4087,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,88.0
4088,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,134.0
4089,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,65.0
4090,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,139.0
4091,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,54.0
4092,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,85.0
4093,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,88.0
4094,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,117.0
4095,Femenino,Licenciatura,otro,ninguno,mixto,NO,1A4A,99.0
4096,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,39.0
4097,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,20A24A,88.0
4098,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,128.0
4099,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,95.0
4100,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,118.0
4101,Masculino,Primaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,82.0
4102,Femenino,Preparatoria,otro,confianza,diurno,NO,10A14A,77.0
4103,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0
4104,Masculino,Licenciatura,otro,sindicalizado,diurno,NO,6M1A,101.0
4105,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,58.0
4106,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,135.0
4107,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,104.0
4108,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,107.0
4109,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Mas25A,141.0
4110,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,10A14A,101.0
4111,Femenino,Maestria,honorarios,confianza,diurno,NO,10A14A,99.0
4112,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,48.0
4113,Masculino,Licenciatura,tiempodeterminado,confianza,mixto,NO,6M1A,79.0
4114,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,123.0
4115,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,Menos6M,112.0
4116,Masculino,Licenciatura,honorarios,confianza,diurno,NO,1A4A,42.0
4117,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,66.0
4118,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0
4119,Masculino,Primaria,porObraoProyecto,sindicalizado,diurno,NO,5A9A,82.0
4120,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,65.0
4121,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,85.0
4122,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,119.0
4123,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,80.0
4124,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,91.0
4125,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,63.0
4126,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,108.0
4127,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0
4128,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,69.0
4129,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,25.0
4130,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,44.0
4131,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,47.0
4132,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,156.0
4133,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,61.0
4134,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,55.0
4135,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,20A24A,129.0
4136,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,150.0
4137,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,132.0
4138,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,64.0
4139,Femenino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,76.0
4140,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,121.0
4141,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,135.0
4142,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,110.0
4143,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,75.0
4144,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,110.0
4145,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,121.0
4146,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,115.0
4147,Masculino,TecnicoSuperior,tiempodeterminado,confianza,diurno,NO,6M1A,137.0
4148,Masculino,Maestria,porObraoProyecto,sindicalizado,diurno,SI,5A9A,82.0
4149,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,SI,6M1A,92.0
4150,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,61.0
4151,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,102.0
4152,Femenino,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,1A4A,78.0
4153,Femenino,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,69.0
4154,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,141.0
4155,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,132.0
4156,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,139.0
4157,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,64.0
4158,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0
4159,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,63.0
4160,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,56.0
4161,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,45.0
4162,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,35.0
4163,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,71.0
4164,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0
4165,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,117.0
4166,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,Menos6M,72.0
4167,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,95.0
4168,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,52.0
4169,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,110.0
4170,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,78.0
4171,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,80.0
4172,Femenino,Licenciatura,honorarios,sindicalizado,diurno,NO,6M1A,106.0
4173,Femenino,TecnicoSuperior,honorarios,confianza,diurno,SI,Menos6M,130.0
4174,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,30.0
4175,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,104.0
4176,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,46.0
4177,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,45.0
4178,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,103.0
4179,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,95.0
4180,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,82.0
4181,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,149.0
4182,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,80.0
4183,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,38.0
4184,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,34.0
4185,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,18.0
4186,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,116.0
4187,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,140.0
4188,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,59.0
4189,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,140.0
4190,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,139.0
4191,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,74.0
4192,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,96.0
4193,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,59.0
4194,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,89.0
4195,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,78.0
4196,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,68.0
4197,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,79.0
4198,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
4199,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,64.0
4200,Masculino,Primaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,104.0
4201,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,5A9A,81.0
